StartLoft
StartCurve
0.000000,-27.692107,-53.249943
62.500000,-34.501804,-66.615122
125.000000,-41.312228,-79.981817
187.500000,-69.354641,-98.180942
250.000000,-88.327631,-96.929222
312.500000,-97.879674,-85.909651
375.000000,-105.016976,-77.043745
437.500000,-104.646733,-66.099342
500.000000,-101.697481,-56.516488
562.500000,-97.733648,-48.577402
625.000000,-92.740237,-41.757101
687.500000,-87.233321,-35.945962
750.000000,-81.490308,-30.987987
812.500000,-75.642520,-26.726906
875.000000,-69.723128,-23.020707
937.500000,-63.685236,-19.740834
1000.000000,-57.897524,-16.915536
1062.500000,-52.263059,-14.437872
1125.000000,-44.323173,-11.578927
1187.500000,-36.308372,-8.973645
1250.000000,-28.281738,-6.375478
EndCurve
EndLoft
End
